559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-12-22T08:51:31.956Z	55d329b10fc9f982beadc303	vasspilka	585b9413c02c1a39599bbb69	@rjorgenson There are the elixir forums, a great place for discussion
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:18:28.458Z	5652185716b6c7089cbbbab2	mpatino117	56a5cc44c54bc2bf180bd3a4	Yeah, it is not as big as twitter bootstrap, however it does look like it will be framework of the future unless twitter releases a entire new set up
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:17:41.340Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5cc15aaae7a3a7592e706	The presentation seemed nice, I'd say so. At this point if it works good use it
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T07:16:19.408Z	5652185716b6c7089cbbbab2	mpatino117	56a5cbc38fbaf4220af91fc6	Semantic UI is much simpler and faster to build. Just havent really toyed with it
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T06:56:03.295Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5c703dc33b33c7547aad3	Yeah I took a look, looks pretty nice. Not sure what the point is compared to any other framework that does the same thing
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T05:51:57.020Z	5652185716b6c7089cbbbab2	mpatino117	56a5b7fd8fbaf4220af91e28	http://semantic-ui.com
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T05:50:20.695Z	5652185716b6c7089cbbbab2	mpatino117	56a5b79c586242210adf51b2	It’s like Bootstrap but I have seen it at work and just wanted to know if people had any experience with it
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T05:47:26.557Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a5b6ee8fbaf4220af91e06	What might that be?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-25T05:26:49.553Z	5652185716b6c7089cbbbab2	mpatino117	56a5b219586242210adf513b	Does anyone have any experience with semantic ui?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T22:27:44.821Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a54fe0dc33b33c75479fc9	hm
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T21:24:48.192Z	5667b6c616b6c7089cbdffe5	codennn	56a541208fbaf4220af912a2	http://gangplankhq.com/chandler/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T21:24:47.203Z	5667b6c616b6c7089cbdffe5	codennn	56a5411f8fbaf4220af912a1	I would like to see if this place would be an option. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T21:24:08.135Z	5667b6c616b6c7089cbdffe5	codennn	56a540f8eaf741c118d4a25f	I am woundering if we have set a time or place. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T21:23:51.801Z	5667b6c616b6c7089cbdffe5	codennn	56a540e7c54bc2bf180bc684	Not today
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T20:10:34.221Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a52fba586242210adf43c7	Is there supposed to be a meetup today on the big game?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T20:10:18.016Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a52faac54bc2bf180bc3ce	How's everyone doin
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T19:41:37.678Z	5667b6c616b6c7089cbdffe5	codennn	56a528f16b6468374a093e06	Good Afternoon. Are we still looking for a place to meet up?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T09:37:12.805Z	5667b6c616b6c7089cbdffe5	codennn	56a49b48c54bc2bf180bb350	I am guessing that I get off work when every one is alseep
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-24T05:37:25.446Z	55947d9115522ed4b3e333ef	boomer1204	56a46315c54bc2bf180bb010	What up all good to see some people chatting on here
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-23T22:22:02.533Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a3fd0aeaf741c118d482ca	@flyboy1565 Just saying hello! 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-23T16:11:36.796Z	569be03ee610378809bcc391	flyboy1565	56a3a638dc33b33c754770bc	@Lemony-Andrew  what can we do for you?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-23T08:54:55.858Z	5667b6c616b6c7089cbdffe5	codennn	56a33fdfaaae7a3a7592a586	Morning
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T04:04:58.481Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a1aa6ac391361d48ec9072	Anyone there?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T03:59:36.973Z	5652185716b6c7089cbbbab2	mpatino117	56a1a928a03e28ad1ae02e49	@achiandet we can try that alot of people have been hesitant to respond if they are in agreement on a location.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T03:57:49.343Z	55b6fdd60fc9f982beab34e0	achiandet	56a1a8bd2bc35f6c1c1b865e	I just noticed the comment from Quincy suggesting we communicate on our local FB groups.  
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T03:56:53.110Z	55b6fdd60fc9f982beab34e0	achiandet	56a1a885da35892048702ac4	I have a flexible schedule but early morning is undesireable for me.  Has anyone formally organized a meetup for Phx?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:53:01.170Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a17d6d5de13b3f15e47fba	But the level editor for it is
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:52:44.270Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a17d5c5de13b3f15e47fb8	I have a current big project but it's not public/open-source
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:52:31.847Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a17d4f2bc35f6c1c1b8193	I did, then quit realizing it wasn't going anywhere lol
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:50:13.363Z	5652185716b6c7089cbbbab2	mpatino117	56a17cc5da35892048702608	Do you have any big projects
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:41:22.996Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a17ab33165a6af1a3d36fe	Yeah, I got college work to-do, probably going to have an actual job soon, and I do a lot of side-programming.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:40:33.469Z	5652185716b6c7089cbbbab2	mpatino117	56a17a8128b4586d1c8e13ba	True True I am aware. I just got off work as well
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:37:40.380Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a179d45de13b3f15e47f4c	@mpatino117 Yeah, a lot of people have work to do lol. I'm never on Gitter because it's super distracting from the mass amount of people who chat on the main FCC pages. I can be found on the StackExchange JS chat though
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-22T00:08:08.383Z	5652185716b6c7089cbbbab2	mpatino117	56a172e8a03e28ad1ae027ec	This page does not seem very active
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T05:01:36.570Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a066302bc35f6c1c1b516a	@carl-parrish I had no idea! I would have came, funnily enough, I've just been programming all day.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T05:00:47.450Z	5586625615522ed4b3e23a26	Lemony-Andrew	56a065ffda358920486ff23c	How's everyone doing?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T02:31:01.046Z	5652185716b6c7089cbbbab2	mpatino117	56a042e5da358920486fed7f	I work for the state for now so 8-5 or little longer. After that it is all about coding
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T02:28:21.432Z	5652185716b6c7089cbbbab2	mpatino117	56a04245c391361d48ec5362	@carl-parrish I would have, but I work early morning. Anything that is morning is not open for me because of my job.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T02:20:45.709Z	55a40c8c5e0d51bd787b4329	carl-parrish	56a0407da03e28ad1adff0c0	I was hoping to see some of you at Coffee and Code today. (it’s Weds not Thursday) 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2016-01-21T02:20:00.973Z	5652185716b6c7089cbbbab2	mpatino117	56a040502bc35f6c1c1b4dac	Hi everyone !! Should we plan a meet up!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-25T16:53:32.945Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	562d090cd73f9e4f3b1bbda8	Honestly the coffee and code was on a Thursday @ 9am who has time for that? Do people not have normal jobs or what I start at 7am and work for up to 12 hours lol.   Anyways I'm just looking for a decent group out here that has some emphasis on FCC as that would be the most beneficial if we are working on similar topics.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-21T01:17:16.257Z	55a40c8c5e0d51bd787b4329	carl-parrish	5626e79c6b0cea6a10115e5d	"""Coffee and code""  is tomorrow. There is a Javascript group that meets at the main PHX library that is good. What are you looking for exactly? "
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-19T04:41:27.419Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	5624747744d4d722342abc71	haven't checked any of this out in a while and just wanted to reach out again to people, I switched jobs and I've read what seems that our NODE meetup group seems like on of the better groups in our area.  I know its difficult cause I work close to 60 hours a week right now and am struggling to get out there and put myself in the right place and time.  Any other good meetups and does anyone have any good pair coding websites?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-16T14:50:40.880Z	55947d9115522ed4b3e333ef	boomer1204	56210ec003c6b52d3c595647	@carl-parrish  awesome thanks i'll take a look into that
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-16T12:56:55.778Z	55a40c8c5e0d51bd787b4329	carl-parrish	5620f417b6393e397f4aa92e	Tape is a good testing library guys. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T23:48:04.922Z	55ad390837f2ad22587e8aaa	rjorgenson	56203b3434cd85cd6d5c4457	@boomer1204 I was able to do what I wanted with request and straight JS code, but I did run across a cool library called nock that allowed you to basically jump in front of external requests in your app and pretend to be whatever service you're requesting to - there seem to be a lot of testing libraries to do almost anything you'd want
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T23:46:54.187Z	55ad390837f2ad22587e8aaa	rjorgenson	56203aee77333bcf6d92d385	@boomer1204 beyond that it seems any other libraries are dependent on your testing needs
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T23:46:29.906Z	55ad390837f2ad22587e8aaa	rjorgenson	56203ad53d5f024c41760e2c	@boomer1204 from everything I could find the 'standard' at least with node is mocha for the framework and chai for assertions
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T21:24:27.481Z	55947d9115522ed4b3e333ef	boomer1204	5620198b854578c35b2a27be	"@rjorgenson yeah i have been poking around trying to see what the ""standard"" was"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T21:22:40.824Z	55947d9115522ed4b3e333ef	boomer1204	56201920356b58993c4945ae	nice!!!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T21:12:58.071Z	55ad390837f2ad22587e8aaa	rjorgenson	562016da356b58993c49452a	@boomer1204 these were actually the first unit tests i've ever written, everything went better than expected too
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T20:34:22.399Z	55ad390837f2ad22587e8aaa	rjorgenson	56200dce68cecef34986824b	@boomer1204 nope, I'm right where you are =]
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T20:25:56.620Z	55947d9115522ed4b3e333ef	boomer1204	56200bd4356b58993c4942f7	@rjorgenson   hehe awesome.  are you a professional developer???  I only ask cuz i'm looking for a course/book on js testing as i'm starting to make that merge from beginner to the first stages of intermediate and want to start gaining some knowledge on testing
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T19:19:23.988Z	55ad390837f2ad22587e8aaa	rjorgenson	561ffc3b356b58993c493f92	never mind, apparently this functionality is built into the request library =]
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-15T16:35:37.084Z	55ad390837f2ad22587e8aaa	rjorgenson	561fd5d9854578c35b2a17f1	does anyone know of a javascript testing library that will allow me to define and send fake http requests to my application?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-07T19:41:05.252Z	55947d9115522ed4b3e333ef	boomer1204	561575517e53d02c09d064f5	right ^^  I thought that's why we had the 'phoenix' room
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-07T00:18:13.413Z	55a40c8c5e0d51bd787b4329	carl-parrish	561464c59a2cfa1347ac6a88	:-( 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-06T21:42:12.587Z	546fc9f1db8155e6700d6e8c	QuincyLarson	5614403476d984a358758ac1	"##Please note that we now recommend campers use their Campsite’s Facebook group for chatting instead of their campsite’s Gitter chatroom. 
We are doing this because few of our Campsite Gitter chatroooms have active synchronous discussions, and about 1/3rd of conversations consist of someone saying “hello” and not getting a response. Most of the discussions are asynchronous, which Facebook posts and group messages are better suited for.
We’ve removed this Gitter room from our Campsite directory. Still, we will keep it open for archival purposes, and you can keep using it if you’d like.
Here’s a short blog post about how our Campsites are evolving and growing: http://blog.freecodecamp.com/2015/09/jump-start-your-local-campsite-with-coffee-and-code.html"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-02T15:35:24.379Z	55a40c8c5e0d51bd787b4329	carl-parrish	560ea43cb6a13ea04467d5f9	Cparrish@carlparrish.com 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-02T14:42:16.072Z	55947d9115522ed4b3e333ef	boomer1204	560e97c8b6a13ea04467d399	@carl-parrish you have an email I can shoot ya
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-01T23:30:29.425Z	55a40c8c5e0d51bd787b4329	carl-parrish	560dc215ff22c70f6faba698	Boomer1204 all skill levels as long as you have a portfolio of work. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-01T16:48:45.939Z	55947d9115522ed4b3e333ef	boomer1204	560d63edf4b61c106fb3056d	@carl-parrish are these jr roles they are looking for??
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-10-01T16:48:30.573Z	55947d9115522ed4b3e333ef	boomer1204	560d63def4b61c106fb3056a	@nicholasgreen94 build stuff.  I have done course upon course upon course and building the web apps in FCC has taught me more than any of these courses.  either do the web apps or start with something small and work your way up
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-30T03:01:54.913Z	560b4e590fc9f982beb24237	nicholasgreen94	560b50a2f4b61c106fb2b7fe	Hi everyone, I am just getting started here on FreeCodeCamp. I know HTML & CSS, but still struggle with Javascript. Does anyone have any tips to help out? Are there any groups that meet up. I ook forward to speaking everyone
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-23T17:41:45.220Z	55a40c8c5e0d51bd787b4329	carl-parrish	5602e459a0ecf0e07a8e6a7e	"I’ve been approached by several people looking for javascript developers today if anyone has their portfolio together and looking please send me your resumes. 
"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-08T22:06:01.808Z	55aef9c40fc9f982beaa823e	Oh-KPond	55ef5bc96fe7b2a123ea7253	Hello @meylia 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-08T22:05:42.566Z	55aef9c40fc9f982beaa823e	Oh-KPond	55ef5bb624362d5253fe4916	Helllo @GQnzo 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-07T04:50:42.129Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ed17a23fc845fb4ba07921	Welcome meylia 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-07T02:44:16.053Z	55ecf2a00fc9f982beafda84	meylia	55ecfa000b6aa72b12000271	Hello!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-01T22:07:41.879Z	55a40c8c5e0d51bd787b4329	carl-parrish	55e621adb4f7751c343ac4f2	Welcome Gonzo 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-09-01T20:48:02.126Z	55e60e860fc9f982beaf55e2	GQnzo	55e60f024ae8239378eb0c0d	Hi, I'm new. :)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-17T15:53:30.438Z	55aef9c40fc9f982beaa823e	Oh-KPond	55d2037a255950880cfbdf87	Anyone going to Node.az meet-up tonight?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-10T17:37:35.931Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c8e15f7f578b465ff48edd	"That sounds doable. 
"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-10T02:23:14.774Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c80b122ee3da6275c35263	Git hub tutorial meet-up on Wednesday in Tempe http://www.meetup.com/phoenix-versioning/events/223627790/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-07T00:59:05.570Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c402d979ce6c152f06508b	Yeah 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-07T00:57:57.391Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c40295428d74fe28f7768a	Well, there are many more meet-ups to come. :)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-06T15:16:18.234Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c37a429fb911ea312a5f86	I got there about 15 mins late and started coding almost right away - it hit me after that perhaps I should have spent more time networking as I could always code from home. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-05T17:13:09.027Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c244259fb911ea312a3991	I sometimes go to things that are over my head just to see what else I have to learn. I write down words to google later, or make friends with those people that know more than me. I'm sure you'd be welcomed at NodeAZ. Most meet-ups are really welcoming.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-05T15:36:47.176Z	55947d9115522ed4b3e333ef	boomer1204	55c22d8f37816be77cafbe78	NodeAZ looks cool but i'm barely beginner in js so I think that may be over my head
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-05T15:36:16.726Z	55947d9115522ed4b3e333ef	boomer1204	55c22d7037816be77cafbe72	Yeah I just noticed where it was and was like damn.  I'm still gonna try and make it
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T22:52:05.492Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c142159fb911ea312a1bcb	:-) 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T21:55:20.808Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c134c87a6037e67c598dd4	@carl-parrish   Happy birthday, and thanks for the heads up about Felicia Day! :)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T21:38:08.034Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c130c0eff8f1d77cc33275	sound good it’s in central phoenix so I probably wouldn’t make it regularly. (nodeAZ is in the eastValley) but since nodeAZ is meeting on my birthday this month it’s unlikely I’ll be there (Felicia Day is doing a book signing) so I’ll go this time for sure. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T20:15:44.326Z	55947d9115522ed4b3e333ef	boomer1204	55c11d709fb911ea312a160c	I'll be there tomorrow!
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T17:31:31.954Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c0f6f337816be77caf98ce	Also, if you haven't seen this, they're still looking for people to help non-profits in AZ  Sept. 12 - 13.  You have to sign-up by next Wednesday (Aug. 12th) though.  http://createathonaz.org/info-for-volunteers/#skills
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T17:28:28.055Z	55a40c8c5e0d51bd787b4329	carl-parrish	55c0f63c68c869d67cf031e5	oh nice and they meet tomorrow. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-08-04T17:27:35.665Z	55aef9c40fc9f982beaa823e	Oh-KPond	55c0f6079fb911ea312a0ee0	This is a pretty good meet-up too... plus they have free pizza when they meet (usually).  :smile: http://www.meetup.com/Phoenix-JavaScript/
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-31T21:28:19.808Z	55a40c8c5e0d51bd787b4329	carl-parrish	55bbe873dcea60b379feda6d	You might want to check with [Hour of Code](http://hourofcode.com/us) and [Code.org](https://code.org/educate/community) I think they already have some local projects going and are in need of volunteers . 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-31T18:15:03.329Z	558ee7a915522ed4b3e2ede4	angregor	55bbbb2743481e5337600dab	I’d definitely be interested. I have some experience with First Lego League which tries to introduce kids to technology, so I’d definitely love to set up a local code camp.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-31T10:47:50.803Z	55a0f06c5e0d51bd787b058e	crdls2015	55bb525612f77ab279a95b46	With the goal being to show kids that a computer is a tool like a lego block and not a magic box
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-31T10:46:56.021Z	55a0f06c5e0d51bd787b058e	crdls2015	55bb52208deffbc44d8dee3e	Is anyone interested in getting together with me to set up a local code camp for kids?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-27T23:57:03.611Z	558ee7a915522ed4b3e2ede4	angregor	55b6c54fbda88f9578e6456f	Awesome, I’ll hope to see you there next month :P
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-26T23:10:09.757Z	55a40c8c5e0d51bd787b4329	carl-parrish	55b568d152d85d450f403e0b	I’m going to try to be a regular at [nodeAZ](http://www.meetup.com/NodeAZ/) from now on. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-26T22:47:56.381Z	558ee7a915522ed4b3e2ede4	angregor	55b5639c52d85d450f403dbd	Hey guys, just wondering if I could get some links to any meetups going on in the near future, or any that you may attend. I’ve been looking for some for a while now but don’t know which ones I should try out.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-24T00:09:40.971Z	55909e7015522ed4b3e2fdc9	JonathanKreiter	55b18244f2cdad46058b2ee8	@SeanDHaley I'll make sure to post any future information on this gitter chat as well! Sorry for the very late response. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T14:50:36.725Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ad0abc1bcc00ce0bf2cc70	@SeanDHaley It’s not as exciting as The Bay area (yet) but I think it’s improving fast and there are a lot of jobs out there for skilled developers. Just a matter of finding what you like I guess. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T14:48:07.611Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ad0a27f02a978b27a70925	I think it would be awesome to have a group to go to [holiday.js](http://holidayjs.com/) this year.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:39:15.870Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac979343d782015a9e868f	i know once you have a decent group and enough skill that's when things start to fire on all cylinders.  How does everyone feel about our phoenix Software Development job outlook?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:38:18.352Z	559f49980fc9f982beaa5c85	kjcode25	55ac975a1b12d231470078b4	@SeanDHaley  that would be awesome 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:37:35.921Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac972f0b9672bf3694b8f0	i saw some of the posts earlier, I'm going to be checking in this gitter frequently to keep up on the happenings of the groups as I would love to be a part of a live or interactive coding group where we can possibly work on paired programming and then work towards possibly going as groups to hackathons
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:35:32.155Z	559f49980fc9f982beaa5c85	kjcode25	55ac96b4071d142f4778d88a	we are looking to meet in person though 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:35:22.716Z	559f49980fc9f982beaa5c85	kjcode25	55ac96aa520e33bd364c4b4a	yeah we had our 1st pre-meet up today on gotomeet.me 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:34:11.627Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac9663520e33bd364c4b3d	no unfortunately i swore off facebook three years ago and haven't looked back, it doesn't help with some of the groups but i figure I can find a work around.
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:33:10.837Z	559f49980fc9f982beaa5c85	kjcode25	55ac96260b9672bf3694b8ce	@SeanDHaley  are you following the facebook group ?
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:30:14.500Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac957643d782015a9e8661	that is awesome thanks for the heads up @carl-parrish only issue with the coffee & code is who has time at 9am in the middle of the week? :smile: 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:14:09.432Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ac91b1520e33bd364c4b0a	And tomorrow [NodeAZ](http://www.meetup.com/NodeAZ/events/222863486/) will be meeting. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T06:12:16.248Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ac9140520e33bd364c4afe	I don’t know of anything in the west Valley. But in the East Valley there is [gangplank](http://gangplankhq.com/) if anyone wants to meet up to work together also on Wenday there is [Coffee & Code](http://www.meetup.com/Coffee-and-Code-East-Valley/events/223919764/)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T05:06:36.517Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac81dc0b9672bf3694b7df	@JonathanKreiter Hey man this is for an old reply but would love to be a part of a phoenix meet up I'm in the west valley but I believe that it is important to eat, sleep, drink code to get proficient I have been working with Web Dev stuff for about 2 years and just need to solidify all of my knowledge and i think a group would be the perfect match.  If anyone else is in the west valley please let me know and maybe we could get together and do some paired programming and really bounce ideas off of each other.  Cheers. 
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T04:56:54.185Z	55a9d22e8a7b72f55c3fbc16	SeanDHaley	55ac7f96071d142f4778d753	Hey all just getting started in freecodecamp and getting use to everything! How is everyone do we have any local meet ups or paired programming focused on this program? Look forward to hearing from everyone
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T01:38:19.244Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ac510b071d142f4778d4b7	"Hi @kjcode25 
"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T01:37:49.469Z	559f49980fc9f982beaa5c85	kjcode25	55ac50ed0b9672bf3694b537	hello:)
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T01:13:06.465Z	55a40c8c5e0d51bd787b4329	carl-parrish	55ac4b22520e33bd364c473a	"Sorry I missed it guys. are any of you members of nodeAZ? I’ve been thinking of going to their meetup tomorrow. 
"
559398c915522ed4b3e32675	FreeCodeCamp/Phoenix	2015-07-20T00:25:36.928Z	55a0882f5e0d51bd787afc7b	Joshuakimba	55ac4000335d7ffe59ffdc01	forwarding this on behalf of Jon, He is actually hosting, thanks
