56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-12-20T17:53:30.262Z	55cde1430fc9f982bead6035	julianorafael	5859701ac5a4e0233bac1bbc	Tem alguém trabalhando ativamente nas traduções?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-14T17:44:39.370Z	56b7c300e610378809c0540b	aledpardo	56c0bd0737437b67560937a7	"Oi @carolinaknoll  Eu sugeriria ""Texto indicativo""ou ainda dar uma olhada na especificação da W3C pra ver qual é o propósito desse recurso."
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-14T01:34:04.482Z	560d7554d33f749381a7f859	carolinaknoll	56bfd98cfa79226456fa3a15	Pessoal, alguém sabe uma boa tradução para 'placeholder text'? 'Espaço reservado' fica meio estranho. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-12T12:15:37.577Z	56409a2116b6c7089cba089a	lucaslmuller	56bdcce938f56aa31f39849c	Ae pessoal acabei de finalizar a tradução do intermediate algorithm scripting da uma olhada la :wink:  https://github.com/FreeCodeCamp/FreeCodeCamp/pull/6930
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-12T02:28:05.355Z	560d7554d33f749381a7f859	carolinaknoll	56bd433537437b675608c0af	Olá, estou pensando em pegar as challenges de HTML5/CSS. Alguém está pensando em pegar elas? Se não, vou começar a fazer isso amanhã. https://github.com/FreeCodeCamp/FreeCodeCamp/issues/6708
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-12T00:44:41.575Z	56aaac7ee610378809bebbca	ladylovelace	56bd2af937437b675608bde6	Acho uma boa ideia @lucaslmuller 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-11T15:03:27.092Z	56409a2116b6c7089cba089a	lucaslmuller	56bca2bf38f56aa31f395098	Pessoal, estou trabalhando na tradução agora e notei uma coisa, tem muitos links externos, e todos com conteúdo em inglês, eu posso trocá-los para um que contenha o conteúdo em ptBR? porque a maioria são links para a wikipedia a qual tem equivalentes em pt
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-11T04:59:11.570Z	56b62ab8e610378809c02f31	vinicius978	56bc151f0295dc53403d7ea6	@feliperdius  Sim cara, tá foda aqui onde eu estou. Teve nevasca ontem e agora tá -10 negativos.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-11T03:22:35.784Z	55d74d180fc9f982beae2e7a	danielfsousa	56bbfe7b0295dc53403d7bf3	PtBR
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-11T03:22:27.009Z	55d74d180fc9f982beae2e7a	danielfsousa	56bbfe73d9c5a252408eae78	Tbm estou usando 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-11T01:54:06.119Z	5523e84e15522ed4b3de7a19	christophermoura	56bbe9be96d748c4782f2e7f	Boa noite @lucaslmuller! Estou usando o ```descriptionPtBR```.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-10T15:58:16.615Z	56409a2116b6c7089cba089a	lucaslmuller	56bb5e18d9c5a252408e8ca7	"pessoal, só uma dúvida, qual modelo vocês estão usando no JSON, 
```
descriptionPt
```
ou
```
descriptionPtBR
```"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-09T14:56:57.907Z	56ac277ae610378809beeffe	yesroh	56b9fe39bd3dfe40303ddf09	pessoas, sobre as traduções, temos uma instancia do free code camp para teste?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-08T21:17:23.414Z	559998e915522ed4b3e36bd5	luisfmelo	56b905e39928374130b41445	@Janainaf como posso começar?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-08T00:09:24.980Z	5616668ed33f749381a8b3ec	Janainaf	56b7dcb42079fb5f156f6bc4	@warkentien2 Nada, disponha
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-07T23:27:58.959Z	55a9923d8a7b72f55c3fb9e1	warkentien2	56b7d2fe8e641d833058deab	@Janainaf thanks
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-07T23:24:58.064Z	5616668ed33f749381a8b3ec	Janainaf	56b7d24a2079fb5f156f6aca	https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-07T23:24:51.813Z	5616668ed33f749381a8b3ec	Janainaf	56b7d243939ffd5d15f6570b	https://github.com/FreeCodeCamp/FreeCodeCamp/issues?q=is%3Aissue+is%3Aopen+label%3Atranslation
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-07T23:20:46.900Z	55a9923d8a7b72f55c3fb9e1	warkentien2	56b7d14e1c80c61f4d0ae33a	opa tb quero contribuir
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-06T21:36:15.468Z	56af9656e610378809bf558d	thiagohrm	56b6674fa44cf16b6de04079	Ola pessoal, sou novo no FCC mas quero contrubuir traduzindo,  para isso basta fazer os steps que a Janainaf passou ? 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T20:02:14.187Z	550d9b7415522ed4b3dd99a5	feliperdius	56b4ffc62079fb5f156f1ad7	@christophermoura valeu
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T19:36:20.973Z	5523e84e15522ed4b3de7a19	christophermoura	56b4f9b48e641d833058900e	@feliperdius é só escolher uma issue e comentar que você vai pegar para resolver! ;-)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:09:43.866Z	560df655d33f749381a80444	danielschmitz	56b4e5672079fb5f156f1470	Ok @Janainaf, vo começar  a ler como funciona o processo aqui e pegar algum issue la, obrigado
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:08:58.182Z	550d9b7415522ed4b3dd99a5	feliperdius	56b4e53a1c80c61f4d0a909b	Já pode solicitar um arquivo para traduzir lá na issue do Github?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:08:31.499Z	550d9b7415522ed4b3dd99a5	feliperdius	56b4e51f939ffd5d15f601ed	@Janainaf ae ae valeu pelo resumo! Entendi, acho melhor não traduzir termos mesmo, estaríamos sendo portugueses hahaha.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:04:39.016Z	5616668ed33f749381a8b3ec	Janainaf	56b4e4372bb6eb8230a1afa9	"Nao sei se facilita, mas a divisao dos modulos/arquivos esta dessa forma:
1.Brazilian Portuguese translation of HTML5 and CSS (html5-and-css.json)
2.Brazilian Portuguese translation of Responsive Design with Bootstrap (bootstrap.json)
3.Brazilian Portuguese translation of Gear up for Success (gear-up-for-success.json)
4.Brazilian Portuguese translation of jQuery waypoints (jquery.json)
5.Brazilian Portuguese translation of Basic JavaScript  (basic-javascript.json)
6.Brazilian Portuguese translation of Object Oriented and Functional Programming (object-oriented-and-functional-programming.json)
7.Brazilian Portuguese translation of Basic Algorithm Scripting (basic-bonfires.json)
8.Brazilian Portuguese translation of Basic Front End Development Projects (basic-ziplines.json)
9.Brazilian Portuguese translation of Intermediate Algorithm Scripting (intermediate-bonfires.json)
10.Brazilian Portuguese translation of Intermediate Front End Development Projects (intermediate-ziplines.json)
11.Brazilian Portuguese translation of Advanced Algorithm Scripting (advanced-bonfires.json)
12.Brazilian Portuguese translation of Claim Your Front End Development Certificate (front-end-development-certificate.json)"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:03:45.941Z	5616668ed33f749381a8b3ec	Janainaf	56b4e4011c80c61f4d0a904d	Os issues de traducao da parte de front end estao nesse link: https://github.com/FreeCodeCamp/FreeCodeCamp/issues?q=is%3Aissue+is%3Aopen+label%3Atranslation
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:03:13.024Z	5616668ed33f749381a8b3ec	Janainaf	56b4e3e18e641d8330588b2d	https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:03:12.379Z	5616668ed33f749381a8b3ec	Janainaf	56b4e3e02079fb5f156f1429	oi @danielschmitz , bem vindo! Ja deu uma olhada nesse aqui?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:01:11.736Z	560df655d33f749381a80444	danielschmitz	56b4e367d09b3b1c4dd9dd2d	estou no Recomendaciones.EN.md por enquanto 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T18:00:26.185Z	560df655d33f749381a80444	danielschmitz	56b4e33a8e641d8330588b08	Olá, cheguei agora, que links posso ler pra começar a ajudar na tardução?
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T17:59:06.629Z	5616668ed33f749381a8b3ec	Janainaf	56b4e2ea2079fb5f156f13f2	Acho q foi so isso :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T17:59:03.308Z	5616668ed33f749381a8b3ec	Janainaf	56b4e2e7a44cf16b6de012c0	Alem disso, o @andreferreira-me  de Curitiba expos que eles ja tinham comecado a traducao uns 8 meses atras. Como a divisao esta por issues e cada um pode trabalhar em um issue, ele podera trabalhar naqueles em que ja dispoe a traducao. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T17:58:04.350Z	5616668ed33f749381a8b3ec	Janainaf	56b4e2ac2bb6eb8230a1af53	@feliperdius haha, nao te preocupa, faco um resumo. A discussao eh so sobre o glossario. Basicamente as pessoas estao opinando quais expressoes devem ser traduzidas para o portugues. Quem traduziu para o espanhol resolveu traduzir muitas expressoes, com o argumento de que queria ensinar criancas usando o FCC. Aqui, ate agora, prevaleceu a ideia de que manter alguns termos em ingles eh imprescindivel para uma insercao no mercado de trabalho, alem de que facilita em fazer buscas pela Internet quando ha dificuldade. Assim, o sugerido eh definir o termo entre parentesis em formato de comentario, se necessario. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T17:46:32.184Z	550d9b7415522ed4b3dd99a5	feliperdius	56b4dff8d09b3b1c4dd9dc7c	Queria ler tudo, mas me perdi nas conversas.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T14:29:20.425Z	54b3f45fdb8155e6700e9307	jeanleonino	56b4b1c05cc201794d499de1	@andreferreira-me é, mudou mesmo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T14:28:26.028Z	5616668ed33f749381a8b3ec	Janainaf	56b4b18a073653e7151be754	"ops, fiz merda, haha 
"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T14:27:24.102Z	5616668ed33f749381a8b3ec	Janainaf	56b4b14c5cc201794d499dc4	"## Bom dia, so frizando que estamos seguindo essas [recomendacoes] (https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md) 
E que os issues estao [aqui] (https://github.com/FreeCodeCamp/FreeCodeCamp/issues?q=is%3Aissue+is%3Aopen+label%3Atranslation)"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T14:05:44.632Z	5586bba115522ed4b3e23ecb	andreferreira-me	56b4ac3865d6cbe729045193	@jeanleonino Opa, dei uma olhada no repo do FCC e vi que mudou bastante coisa do currículo.. vou tentar ver o que dá pra aproveitar do repo que eu tenho durante o Carnaval e já envio no repo oficial..
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T12:38:08.409Z	56aa6cb0e610378809beb1a6	rjdagner	56b497b065d6cbe729044d9d	Do que li até aqui, sou totalmente favorável à manutenção dos termos em inglês... para alguns casos que demandem explicações adicionais, pensando nas crianças, por exemplo, basta linkar externamente à referência adequada. Mas acho que até para as crianças, não é complicado se familiarizar com os termos rapidamente.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T12:32:05.466Z	56aa6cb0e610378809beb1a6	rjdagner	56b496456002fae41579fe3f	De todo modo, só hoje, após receber um e-mail do Quincy informando da disponibilidade do espanhol e de futuras localizações incluindo o português (que não deixa claro ser ou não pt-BR), resolvi me habilitar e ele indicou essa sala.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T12:29:39.870Z	56aa6cb0e610378809beb1a6	rjdagner	56b495b35cc201794d499854	Estou disponível para ajudar nas traduções e/ou revisões. Dei uma breve lida na discussão desde o princípio e meu interesse pela tradução começou desde o primeiro dia, quando vi uma Camper de um país africano com pouca idade. Tenho filhos e como eles são esponjas de coisas que acham interessantes, imediatamente imaginei-os usando o FCC.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T12:26:59.935Z	56aa6cb0e610378809beb1a6	rjdagner	56b4951370aea8e629e675bb	Hello, fella! :smile: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T02:04:59.071Z	54b3f45fdb8155e6700e9307	jeanleonino	56b4034b3bd55a660df57eff	só adereçar aos issues corretos e fechar eles :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T02:04:49.626Z	54b3f45fdb8155e6700e9307	jeanleonino	56b40341073653e7151bcee2	boa, @andreferreira-me! O @lucaslmuller tinha me mostrado esse repo hoje cedo, vamos aproveitar sim a tradução! :) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-05T00:11:22.488Z	56aaac7ee610378809bebbca	ladylovelace	56b3e8aa6002fae41579e8a9	Ola galera, surgindo no meio da discussão mas também concordo emmanter em inglês os termos que já estão no nosso vocabulário como algo natural... que muitas vezes é até difícil imaginar qual seria a tradução e termos úteis para manjar no mercado (pull ..push...etc)E como já levantaram ae em cima também, um bom approach é usar os parenteses para dar uma leve explicada e/ou traduzida.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T20:58:08.347Z	5616668ed33f749381a8b3ec	Janainaf	56b3bb6065d6cbe729042ec8	Acho q tinhamos combinado de comecar do zero, mas como estamos seguindo essas recomendacoes (https://github.com/vtamara/fcc_trad/blob/master/Recomendaciones.EN.md)  acabamos dividindo os issues, entao vc pode ver um que vc ja tenha traduzido para trabalhar nele. No entanto, agora ainda estamos discutindo a questao do glossario. Como vcs fizeram, @andreferreira-me : quais termos mantiveram em ingles, e quais traduziram? E como fizeram para estabelecer essa diferenca? Como vc pode ver nas recomendacoes, eles sugerem que seja por votacao democratica. Pensamos em usar o GitHub mesmo, apesar de que um dos tradutores em espanhol sugeriu um app que fizeram (https://github.com/justinian336/ikou). Enfim, desde ja, obrigada pela ajuda! De novo, muito bom ve-lo aqui! 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T20:54:25.545Z	5616668ed33f749381a8b3ec	Janainaf	56b3ba816002fae41579df49	Bem vindo @andreferreira-me, eu vi que vc estava no trello de traducao para portugues! Muito legal que vc esta aqui e pode compartilhar o que ja fizeram e tambem a sua experiencia na traducao. Todas as dicas sao bem vindas.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T20:19:52.552Z	5586bba115522ed4b3e23ecb	andreferreira-me	56b3b2683bd55a660df570d4	Estou organizando o 1º Meetup do FCC em Curitiba / PR e quero voltar a fazer a tradução do site junto com vocês..
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T20:17:48.992Z	5586bba115522ed4b3e23ecb	andreferreira-me	56b3b1ec6002fae41579dc99	Os arquivos com as traduções já feitas estão no meu repositório no GitHub.. https://github.com/andreferreira-me/FCC-Portuguese-Translation
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T20:16:22.988Z	5586bba115522ed4b3e23ecb	andreferreira-me	56b3b19625142e764dfcf9ed	Olá pessoal, tudo bem? Eu já tenho alguma coisa traduzida do FCC, começamos a traduzir ano passado, mas paramos..
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T19:41:51.958Z	56420ac516b6c7089cba2eb1	diegovini	56b3a97f3bd55a660df56ebb	"Opa, malz a demora meu povo. Tava intredito aki completando uma zipline.

Vou começar a ler as recomendações aqui"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T18:07:33.975Z	5616668ed33f749381a8b3ec	Janainaf	56b3936570aea8e629e64cfc	Bem vinda, @keythroy Obrigada desde ja pela ajuda ;) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T17:26:00.169Z	55a02d965e0d51bd787af0a9	keythroy	56b389a85cc201794d496cdc	Olá pessoal! estou bem ocupada essa semana, mas espero agora no carnaval ter tempo pra traduzir.. estou lendo as  recomendações... e dei uma olhadinha nas tarefas no github.... em breve apareço pra ajudar ;) 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T14:03:04.416Z	56409a2116b6c7089cba089a	lucaslmuller	56b35a183bd55a660df558b5	:wink: 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T14:02:41.266Z	54b3f45fdb8155e6700e9307	jeanleonino	56b35a01d58a7a680d1ae636	+1 para a ideia do comentário em parênteses 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T14:01:53.998Z	56409a2116b6c7089cba089a	lucaslmuller	56b359d1d58a7a680d1ae628	Dessa forma o usuário entende o termo mas não deixa de aprender a forma que o mesmo é realmente usado
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T14:01:22.162Z	56409a2116b6c7089cba089a	lucaslmuller	56b359b26002fae41579c40c	@jeanleonino exatamente, em último caso podem ser colocados breves comentários entre parenteses após o termo pra explicá-lo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:59:14.830Z	54b3f45fdb8155e6700e9307	jeanleonino	56b359323bd55a660df55877	@ladylovelace, queria teu input nisso aí também
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:59:04.485Z	54b3f45fdb8155e6700e9307	jeanleonino	56b359285cc201794d495eba	Vale o bom senso de usar o que já está por aí. Se a gente cunhar termos para tudo o que queremos vai ficar muito estranho. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:58:43.640Z	54b3f45fdb8155e6700e9307	jeanleonino	56b3591325142e764dfce186	Então *eu acho* que tem que seguir o padrão do mercado e não essas traduções literais que podem até dar uma noção errada e complicam muito quando a pessoa vai buscar ajuda online, às explicações, tutoriais, etc que estão por aí não usam esses termos que vão ser usados só aqui. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:57:53.180Z	54b3f45fdb8155e6700e9307	jeanleonino	56b358e13bd55a660df5585c	sobre os termos em inglês, @Janainaf, @christophermoura - usar uma tradução nova que nenhum outro programador usa vai complicar muito quando essas pessoas entrarem no mercado de trabalho e o foco do FreeCodeCamp é ensinar pessoas para trabalhar com desenvolvimento web. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:57:15.818Z	54b3f45fdb8155e6700e9307	jeanleonino	56b358bb3bd55a660df5584f	Tanta coisa pra ler :( depois comento
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:33:28.983Z	56409a2116b6c7089cba089a	lucaslmuller	56b3532865d6cbe7290411cf	Além do mais, quem fala inglês sabe que muitos termos não tem um equivalente no português e quando são traduzidos até perdem o sentido original, a essência daquilo que estava sendo dito. Por isso, muitas vezes é muito melhor entender a ideia que está sendo passada do que o termo em si
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:29:47.726Z	56409a2116b6c7089cba089a	lucaslmuller	56b3524b25142e764dfcdf91	Ah, quanto às traduções dos termos em inglês se é que posso dar minha opinião hehe, eu acho que não é bom traduzir tudo. Isso pelo fato de que no FCC os usuários vão entender perfeitamente o que está escrito, mas quando precisarem fazer alguma pesquisa pra complementar os estudos, ou até quando forem entrar no mercado de trabalho terão dificuldades. Por exemplo, imaginem que o usuário está aprendendo git, aí ele aprende tudo mas quando vai falar com outros profissionais não tem idéia do que é um push, pull request, fork, porque aprendeu tudo traduzido, ai acaba que o que era pra ajudá-lo trará um grande prejuizo e horas de dor de cabeça reaprendendo tudo
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:21:34.250Z	56409a2116b6c7089cba089a	lucaslmuller	56b3505ed58a7a680d1ae3d0	Eai pessoal, tudo bem? Acabei de entrar nessa sala e quero ajudar nas traduções, acabei de ler as recomendações no github, e só quero saber se já começaram ou não, ou o que já foi decidido até agora
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:18:19.765Z	5616668ed33f749381a8b3ec	Janainaf	56b34f9b3bd55a660df555cd	Ps: eu nao tenho nada contra usar o GitHub para discurir o glossario, haha. Fica parecendo que sim ne? Mas nao, so estou colocando todas as opcoes na mesa. Se alguem mais tiver sugestoes, seria legal se manifestarem. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:15:52.621Z	5616668ed33f749381a8b3ec	Janainaf	56b34f0870aea8e629e639f8	Eu entendo isso de localizacao, eu so coloquei ai a questao para, mais uma vez, falar sobre como e porque fizeram assim os outros grupos. Alias, o @jeanleonino  tem interesse na traducao do FCC justamente pq ele tem uma ONG de inclusao digital de genero. E eu entendo pensar na traducao em termos de mercado de trabalho, mas outras pessoas podem estar pensando em inclusao digital (ate em nivel escolar). Eh so isso. Nao quero ampliar a discussao a ponto de que nao facamos nada, mas tambem seria bom pensar, considerar,  e se for o caso descartar- ou nao- essas opcoes :)
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T13:14:52.499Z	5616668ed33f749381a8b3ec	Janainaf	56b34ecc70aea8e629e639ed	Oh yeah @christophermoura! Agradeco mucho sua ajuda ate agora :) Coloquei ai o app do Juan pra ver se o alguem/o grupo se anima. Mas como ele mesmo disse, eh mais complicado, depende do numero de gente colaborando, etc. Infelizmente tambem nao vou poder colaborar fulltime ao FCC ja que  tambem tenho mil coisas pra fazer pendentes do meu doutorado cujos prazos estao batendo a porta, fora deadlines das especializacoes. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T12:57:13.942Z	5523e84e15522ed4b3de7a19	christophermoura	56b34aa970aea8e629e638d2	"@Janainaf Eu pensei nessa questão (traduzir todos os termos), mas não acho ""prático"" para quem vai entrar no mercado de trabalho.

Entretanto, penso que podemos complementar as descrições - se for necessário para o melhor entendimento dos _campistas_ - de forma a evitar que determinados termos não sejam bem compreendidos. Afinal de contas, nosso trabalho não é só o de traduzir, mas também de localizar o conteúdo. Conforme um trecho sobre a definição de **localização**, que encontrei na página sobre [Internacionalização (i18n)](https://pt.wikipedia.org/wiki/Internacionaliza%C3%A7%C3%A3o_(software)) na Wikipedia:

---

> A localização de software é um processo de traduzir as mensagens que os usuários finais irão visualizar e de adaptá-las a fim de que sirvam uma cultura estrangeira.

---

Um bom exemplo de **localização** de conteúdo são as páginas da MDN (Mozilla Developer Network: nem todas foram traduzidas, mas as que já foram usam os termos reservados da linguagem sem traduzí-los. Segue o exemplo abaixo com a definição de **[Arrays](https://developer.mozilla.org/pt-BR/docs/Web/JavaScript/Reference/Global_Objects/Array#Descrição)**

---

> Arrays são objetos do tipo lista que vêm com uma série de  métodos embutidos para realizar operações de travessia e mutação. Nem o tamanho de um array JavaScript nem os tipos de elementos são fixos. Já que  o tamanho de um array pode crescer ou encolher a qualquer tempo, arrays JavaScript não tem a garantia de serem densos. De uma maneira geral, essas são características convenientes; mas se esses recursos não são desejáveis para o seu caso em particular, você pode considerar usar arrays tipados.


---


Na verdade, a nossa proposta é _localizar_ o conteúdo para o  *Português Brasileiro* (**pt-BR**), de forma que o conteúdo possa ser consumido pelos brasileiros. Um campista nativo de um país cujo o Português é o idioma oficial, ao acessar o FreeCodeCamp usando a nossa traduzição terá uma certa dificuldade para entender todo o conteúdo, visto que muitos termos e expressões sequer são usados fora do Brasil.

---

Eu gosto da ideia de propor e votar nos termos e ter uma solução ""automatizada"" seria bem legal, mas eu não disponho de tempo para contribuir em tal projeto, SE for o caso: estou dedicando o pouco tempo que tenho para as atividades do FreeCodeCamp, para a tradução e para reformar o quarto do meu filho que vai nascer em Abril. Mas acho que seria muito legal ter um app para isso... :smile:

De qualquer forma, o Github é uma boa solução para propor termos, discutir e votar. Vejam um exemplo de ""discussão"" que estou acompanhando no Github:

**Proposal: Podcast and PodcastEpisode #373**: https://github.com/schemaorg/schemaorg/issues/373"
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:50:14.794Z	5616668ed33f749381a8b3ec	Janainaf	56b2ca76a867d14059a36955	Uma informacao important que o Juan acabou de me dizer aqui, eh que o vtamara traduziu todos os termos pq ele quer usar o Free Code na ONG dele, que ensina CRIANCAS! Entao, tem que se pensar nisso tb! @jeanleonino @christophermoura 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:49:14.733Z	5616668ed33f749381a8b3ec	Janainaf	56b2ca3a958093bc12d1a100	E so estou colocando ai para que saibam como outro grupo fez, nao estou falando q tem q ser assim ou assado. 
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:42:32.656Z	5616668ed33f749381a8b3ec	Janainaf	56b2c8a81191fcc8353b8581	E foi assim que eles fizeram, nas palavras de Juan: De hecho la idea era modificar el voting app de la certificación back end y hacerlo un diccionario por votación. Quien quiera agregar una palabra, hace un post con la versión en inglés y agrega una opción con su propuesta. Cualquiera puede agregar nuevas opciones y votar en la que le parece bien. En otra pantalla, podrías buscar una palabra y el diccionario te retornaría la traducción más votada y el estado actual de la votación. Así se automatizaría todo. Es complicarse de más, pero si les interesa, pueden clonar mi app de votación y hacerle los cambios que se requieran: https://github.com/justinian336/ikou
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:36:32.674Z	5523e84e15522ed4b3de7a19	christophermoura	56b2c740958093bc12d1a0a8	Boa noite!
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:36:21.171Z	5523e84e15522ed4b3de7a19	christophermoura	56b2c73534ca6b3f59447364	Pois é! Não domino o idioma espanhol, mas percebi algumas palavras/expressões que são mais usadas pelos latinos.
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:35:19.256Z	5616668ed33f749381a8b3ec	Janainaf	56b2c6f73bb131bb121b38e8	Inclusive a discussao eh em um groupo do google , como vc disse, eles usaram essa ferramaente, decidiram e depois compilaram na planilha. Enfim
56aab314e610378809bebcc2	FreeCodeCamp/BrazilianPortuguese	2016-02-04T03:32:49.347Z	5616668ed33f749381a8b3ec	Janainaf	56b2c6611191fcc8353b854b	Sim, tambem acho :)  Enfim, inclusive eles usaram referencias para basear as traducoes dele. Estou aqui  lendo as referencias sobre a questao do array/arreglo que parece ser eh algo regional do espanhol latino americano, principalmente Argentina. Anyways, vai dormir guri, q ta tarde :) 
